#Digilent WaveForms Logger
#Device Name: Discovery2NI
#Serial Number: SN:210321ACBB39
#Date Time: 2020-05-18 11:31:31.005

Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
0,0.004713988598666799,0.9690582993847456,0.969046833707207,-0.02952221239114221,0.8337603078685603,0.8332374751249426
0.1,0.005506040403413292,0.9686489919365172,0.9686333429624993,-0.02928177464887522,0.8336954743656457,0.8331810857497837
0.2,0.004458369797597648,0.9686991403424801,0.9686888806211249,-0.02905986775379677,0.8336944883023154,0.8331878683177308
0.3,0.004827596954697503,0.9693654903244442,0.9693534691430167,-0.02921737995489632,0.8337649251003642,0.8332528398008676
0.4,0.004866993400740443,0.9679868726755106,0.9679746370888809,-0.02910434178704834,0.8336833881331747,0.8331752090277035
0.5,0.004882568739873682,0.9682819175538847,0.9682696072811152,-0.02912101954951774,0.8336402250246782,0.8331314368090875
0.6,0.005479470707244842,0.96801114977522,0.9679956412556382,-0.02871195109783823,0.833683094160711,0.8331885292978725
0.7,0.004831261740375958,0.9687740359883399,0.9687619891981392,-0.02935172859701081,0.833664461332228,0.8331475920367861
0.8,0.004924713775175403,0.9687331805419268,0.9687206626665394,-0.0294744954596325,0.8337276418012842,0.8332064779038666
0.9,0.005233471968581488,0.9675900815614198,0.9675759281354637,-0.02908071495688346,0.8336637500804137,0.8331563840094651
1,0.004735519214527448,0.9677053280159217,0.9676937411847617,-0.0291469627355812,0.833761219236836,0.8332515978181924
1.1,0.005054355568549166,0.9681908358783428,0.968177642877893,-0.03017542475452613,0.833746177833611,0.8331999356655427
1.2,0.004888065918391298,0.9678195764161497,0.9678072325137436,-0.02983121426800536,0.8337695578275636,0.8332357254794431
1.3,0.005703938830047483,0.9681507130979274,0.9681339103418732,-0.02929520951308669,0.8337751410148894,0.8332603293533031
1.4,0.005932529836738327,0.9676395751567628,0.9676213890253199,-0.02955093520428392,0.8337015314608373,0.833177643596307
1.5,0.005169338219209331,0.9679578805204354,0.9679440771056929,-0.02961486662708319,0.8337521178963161,0.8332259920161112
1.6,0.005036031640157108,0.9684198662909533,0.9684067718744569,-0.02916039759979261,0.8336964757833132,0.8331863446704465
1.7,0.005731882820845353,0.9671262818806475,0.9671092961106368,-0.02974504582858019,0.8337315731006761,0.8332007970672892
1.8,0.005258667370120589,0.9660248268045244,0.9660105136178381,-0.02976913592992487,0.8337301556149564,0.8331985183182508
1.9,0.005785480311392103,0.9647958502418337,0.9647785035236971,-0.02971122703246187,0.8337205837743228,0.8331910073909953
2,0.005010378140408244,0.964490082993453,0.9644770688324364,-0.0296820409481404,0.833748449294337,0.8332199308381063
2.1,0.004221074924920548,0.9641057391905927,0.964096498731691,-0.0295365737977131,0.8337322624303303,0.8332089031122447
2.2,0.005040612622255136,0.9623353241249913,0.9623221229313722,-0.02930632802139968,0.8337259152354271,0.833210682164499
2.3,0.005203695584944403,0.9603796347038916,0.9603655368172263,-0.02958382745804289,0.8337428244904808,0.833217795382632
2.4,0.004304906897314195,0.9599281554946134,0.9599185025239944,-0.02944021339233441,0.8336868983446183,0.8331669210349715
2.5,0.004646190063616177,0.9588136670095883,0.9588024097603618,-0.02920070219242686,0.8336689003620988,0.8331573407360892
2.6,0.005187204049391557,0.9579368254165401,0.9579227810232221,-0.02917939171816062,0.8336503081995074,0.8331394837961409
2.7,0.004934791935791031,0.9571215677807771,0.9571088461296798,-0.02954166978068969,0.8337286757329689,0.8332051334971617
2.8,0.004857831436544425,0.9546174373178541,0.9546050770371104,-0.02887455928191475,0.8336447395643727,0.8331445322569415
2.9,0.004973730283624161,0.9544250835623401,0.9544121238438081,-0.02898667090740326,0.8336890146674411,0.8331849411066407
3,0.004702536143421767,0.9533281223615093,0.9533165240564795,-0.02911082758356416,0.8336778147154487,0.8331694056229805
3.1,0.004046997605196062,0.9515657802772376,0.9515571743227037,-0.02905245541492133,0.8336979484472361,0.8331915890595206
3.2,0.004069902515686105,0.9513934247911816,0.9513847195690133,-0.02881804019799061,0.8336554365645064,0.8331571925349487
3.3,0.003444140361097496,0.9507890563832353,0.9507828183319789,-0.02868461809823549,0.8337108282098129,0.8332172212327492
3.4,0.003206387390210608,0.9498744679341615,0.949869056193072,-0.02910109888879039,0.833700041846129,0.8331919861698598
3.5,0.00317477861373431,0.9487330589322864,0.9487277469810631,-0.02845854176253967,0.8337024144635535,0.8332165548541833
3.6,0.002566882289327941,0.9477806132101771,0.9477771372492447,-0.02907700878744577,0.8337600501871891,0.8332528720911341
3.7,0.002743250100101461,0.9471980746210895,0.9471941021484432,-0.02918309788759822,0.833713856543506,0.8332029412996173
3.8,0.002715764207513375,0.9463074918941745,0.9463035949629595,-0.02905523504199959,0.8337760009528047,0.8332695920777972
3.9,0.001882483563884754,0.9452414480295578,0.945239573509621,-0.02945735442598355,0.8337224233687859,0.8332018623948008
4,0.001173805633322092,0.9442367414142239,0.9442360118195536,-0.02942677852812288,0.8337211664202233,0.8332016850934302
4.1,0.002442737674471788,0.9435562274066824,0.9435530654449608,-0.028737431012722,0.8337065383883027,0.8332111090295203
4.2,0.001313525587311497,0.9422525851548211,0.9422516696092745,-0.02904457980486639,0.8337309216690235,0.8332248568850097
4.3,0.0007784668782635452,0.9418953515121513,0.9418950298146292,-0.02893617434881564,0.8337206313115907,0.8332183320646863
4.4,0.000491697398927909,0.9404235095462541,0.9404233810050494,-0.02926972959820288,0.8337894612416451,0.833275553827744
4.5,0.0001096434919535983,0.9400278167850803,0.9400278103907533,-0.02909878253289195,0.8337189791551985,0.8332110159249484
4.6,0.0008467235115239505,0.938746392512036,0.9387460106512555,-0.02904782270312423,0.833714222178464,0.8332080342020585
4.7,0.0003950386766598248,0.9379896402838243,0.9379895570976369,-0.02945550134126462,0.8337235641049567,0.8332030693562207
4.8,0.0002072184106412831,0.9376898353147243,0.9376898124183161,-0.02913723404080736,0.8337378514879806,0.8332285560374391
4.9,-0.0002769913971187289,0.9370387114627519,0.9370386705230205,-0.02924424968331903,0.8337066866435797,0.8331936228840593
5,-0.0006677491700792514,0.9361612672093675,0.9361610290618242,-0.02933829373279925,0.8337423892795132,0.8332260414811449
5.1,-0.001572035036227091,0.9357082011765847,0.9357068806282085,-0.02949348957800049,0.8337572418224829,0.8332354243333439
5.2,-0.0004180856457375334,0.9351333186771659,0.935133225216901,-0.02921969631079488,0.833748934764677,0.8332367584118721
5.3,-0.001049803077053568,0.934549226058089,0.9345486364225624,-0.02873048194502639,0.8337483301850969,0.8332531653067068
5.4,-0.001382840475579135,0.9348862208265066,0.9348851981091005,-0.02902558568649851,0.8337206335305467,0.8332152243869158
5.5,-0.001566995955919277,0.9346729819462034,0.9346716683969226,-0.02926463361522623,0.8337372680921181,0.8332235074846672
5.6,-0.001773598248539682,0.9338913459800645,0.9338896618154132,-0.02887502255309447,0.8337391126397813,0.8332389459320398
5.7,-0.001159288549196094,0.9336222625390851,0.9336215427884392,-0.02838673472968525,0.8337041174756999,0.8332207083284398
5.8,-0.002287126341726957,0.9343698835787511,0.9343670843903226,-0.02886158768888299,0.8336714530848861,0.8331717112604992
5.9,-0.001409868269957425,0.9342840523665781,0.9342829885949779,-0.02867627921700085,0.833677661113294,0.8331843215337227
6,-0.002085105031204599,0.9341608757856842,0.9341585487408927,-0.02926972959820325,0.8337920127019405,0.8332781068616012
6.1,-0.002051205763679279,0.9337216408555572,0.9337193878017701,-0.02939388627436403,0.8336710548545777,0.8331527033815834
6.2,-0.001120350201362971,0.9343753630869889,0.9343746914163317,-0.0292474925815771,0.833700822123819,0.8331876409234954
6.3,-0.001929351639872133,0.9345007336193867,0.9344987419667443,-0.02946152386660075,0.8336843712948536,0.8331636391206374
6.4,-0.001625632526773844,0.9338991428527755,0.9338977279874064,-0.02950877752693069,0.8336707467837459,0.8331483337868671
6.5,-0.001397499618292782,0.9340543700275421,0.9340533245818259,-0.02933180793628344,0.8336821286135265,0.8331659718284294
6.6,-0.0009490214708972787,0.9331597199294813,0.9331592373529349,-0.02922247593787311,0.8337653661875004,0.8332531024567911
6.7,-0.000554598912258337,0.9339412957608603,0.9339411310931371,-0.0292748255811798,0.8336799776283477,0.8331658236423319
6.8,-0.00104705448779476,0.9340957828438897,0.9340951960071526,-0.02943882357879518,0.833703860015141,0.8331839423983582
6.9,-0.001353980288361661,0.9332698978466222,0.9332689156743723,-0.0297033514224068,0.8337876747983531,0.8332584218355815
7,-0.001433689376867096,0.9332738964894434,0.9332727952765765,-0.02959123979691808,0.833742295723625,0.833217003070487
7.1,-0.001837273899702073,0.933447677200278,0.9334458690760931,-0.02956205371259677,0.8337695911696471,0.8332453517059034
7.2,-0.001162037138454909,0.9331938699388624,0.933193146439233,-0.02955742100079966,0.8337124030842822,0.8331882919966822
7.3,-0.001482247787106029,0.9330453496319622,0.9330441722723137,-0.02915530161681575,0.8336986517811609,0.8331887003370692
7.4,-0.002153819762674781,0.932751149322203,0.9327486626215659,-0.02902280605942019,0.8336897553842902,0.8331844243390125
7.5,-0.003136440422698636,0.9313073154893228,0.9313020340498627,-0.02944021339233442,0.8337072638157246,0.8331872992158041
7.6,-0.003381981063152159,0.9309894202315134,0.9309832773939097,-0.02931003419083731,0.8337475326211857,0.83323218255637
7.7,-0.002179931360633459,0.9314713849084969,0.93146883404793,-0.02941612329098974,0.8337879830725972,0.8332689196212915
7.8,-0.003452986285671354,0.9294445425254989,0.9294381283959376,-0.03019858831351144,0.8337466455363666,0.8331995644544089
7.9,-0.00395781051287244,0.9292950392690147,0.9292866111948109,-0.0302004413982304,0.833776872035893,0.8332297436369556
8,-0.00471733734472304,0.9279563714489677,0.9279443808985076,-0.02960791755938765,0.8337454790481177,0.8332195959355392
8.1,-0.004312378527258654,0.9278174735117596,0.9278074517620468,-0.02968528384639843,0.8337190361385187,0.8331903834914911
8.199999999999999,-0.004742532746262123,0.9274095274159573,0.9273974012930141,-0.02979507911598834,0.8337731020496296,0.8332405648802381
8.300000000000001,-0.004952799824560953,0.9266466315386264,0.9266333954244127,-0.02934941224111232,0.8337034676560956,0.8331867041563304
8.4,-0.004444310811681425,0.9257747714564923,0.9257641036283087,-0.02943882357879525,0.8336982989206272,0.8331783778336236
8.5,-0.004268401099117744,0.9252717444432131,0.9252618990410467,-0.02927806847943774,0.8337243568987084,0.833210116352582
8.6,-0.004924397735553237,0.9249516687335989,0.92493856001359,-0.02874345353805812,0.8337761556388448,0.8332805599500113
8.699999999999999,-0.005004564922268462,0.9242498234371946,0.9242362741494317,-0.02867025669166476,0.8337093783968061,0.833216264848459
8.800000000000001,-0.005114508492620788,0.9229648676067008,0.9229506967542455,-0.02873465138564369,0.8337348491239116,0.8332395324595433
8.9,-0.005792951941336584,0.9228750797818747,0.9228568982188967,-0.02861234779420162,0.8336968370165302,0.833205706656599
9,-0.006540568219732337,0.9223691868634164,0.922345996815963,-0.02877680906299699,0.8337511697867837,0.8332544079577572
9.1,-0.00703164950063936,0.9209735078705107,0.9209466640933163,-0.02882452599450656,0.8337194233534737,0.8332209932413033
9.199999999999999,-0.006339463105629546,0.9209458702200968,0.9209240506594347,-0.02854100403252702,0.8336589301846717,0.8331702244832282
9.300000000000001,-0.006776946895989815,0.9202032050433067,0.9201782498857219,-0.02868647118295449,0.8337142868450936,0.8332206181202496
9.4,-0.007180073320614981,0.9196057932950737,0.919577762676426,-0.02835893845890297,0.833695144319087,0.8332126764942492
9.5,-0.007238251793259785,0.9198016205530046,0.9197731399007595,-0.02879163374074745,0.833724617114814,0.833227327330183
9.6,-0.007873634010254227,0.9187827928376634,0.9187490551298785,-0.0287995093508025,0.8336425913999778,0.833144980454918
9.699999999999999,-0.007508071638832775,0.9183861180243302,0.9183554271849597,-0.02888336143432917,0.83368842939065,0.833187943222967
9.800000000000001,-0.008093063052749044,0.9174727535498982,0.9174370582426118,-0.02927111941174222,0.8337404549196571,0.8332264684574362
9.9,-0.00824469356019329,0.9170613037974105,0.9170242417464826,-0.02896304407723838,0.8337071830695502,0.8332039421291467
10,-0.008303788229257635,0.9167393621970854,0.9167017537359416,-0.02831956040862817,0.833677070238574,0.8331959313029672
10.1,-0.008514513405766293,0.9162210957604703,0.9161815318909138,-0.02866979342048507,0.8336637099518632,0.833170585316094
10.2,-0.008781584662080483,0.9161217394752629,0.9160796500905419,-0.02839414706856062,0.8336951131115971,0.8332114461758149
10.3,-0.008662021029322358,0.9157769109984514,0.9157359445328965,-0.02850857504994788,0.8337298476636182,0.8332422937140365
10.4,-0.008368380076839656,0.915129351172586,0.9150910881395571,-0.02878375813069246,0.8337580215711871,0.8332610238107721
10.5,-0.008506267637989888,0.9141620949277889,0.9141225187105109,-0.02869527333536876,0.83367580661949,0.8331818119899668
10.6,-0.00852825635206028,0.914017603581489,0.9139778161971053,-0.02843445166119484,0.8336563896267707,0.8331713256733717
10.7,-0.009511335110294008,0.913385506655789,0.9133359832357754,-0.02892320275578382,0.8337106007591325,0.8332087458497501
10.8,-0.008902064491258214,0.9128961244998297,0.9128527194321165,-0.02818382195297465,0.8336822104634392,0.8332056770229737
10.9,-0.008918556026811044,0.9125310939032912,0.9124875104343845,-0.02820235280016287,0.8336866426253315,0.833209484696635
11,-0.008741272019618,0.9124735290414888,0.9124316584626535,-0.02789474073683878,0.8336520990465233,0.8331852769245861
11.1,-0.00882739448306058,0.9128412568604394,0.9127985743487895,-0.02876291092760589,0.8336808117601086,0.8331844878848612
11.2,-0.009229604711266189,0.9125037216161167,0.9124570435697997,-0.02909785599053258,0.833688468030365,0.8331805185574032
11.3,-0.009093549542955227,0.9128393268773306,0.9127940315594635,-0.02907978841452406,0.8337053926176916,0.833198084242624
11.4,-0.00952599425300763,0.9126627704778588,0.9126130549415808,-0.0289315416370183,0.8337135895910748,0.8332114469733062
11.5,-0.009675792367612663,0.9122673178571713,0.9122160041746536,-0.0294179763757087,0.8337813092962084,0.8332621762672781
11.6,-0.009223191336328918,0.9123316175671143,0.9122849955765975,-0.02863087864138981,0.8336563215179784,0.8331645306871464
11.7,-0.009485223512335307,0.9131268220078939,0.9130775561830174,-0.02822644290150745,0.8337252048534682,0.8332472532982501
11.8,-0.01023146549610171,0.9125026565852066,0.9124452944636494,-0.02864570331914052,0.83369142589921,0.8331991462424945
11.9,-0.009782987348706173,0.9127176540230548,0.9126652229179589,-0.02836125481480151,0.8336821367714888,0.8331995825714223
12,-0.009734428938467272,0.9126876693600994,0.9126357557619633,-0.02841545754282721,0.8336732220051777,0.8331888158521651
12.1,-0.009644641689346214,0.9123262379262567,0.9122752574170633,-0.02870129586070503,0.8336685986801258,0.8331743923340548
12.2,-0.009744507099082892,0.9127745534620418,0.9127225372637762,-0.02853683459190971,0.8337775092989658,0.8332890159388049
12.3,-0.009771076795251363,0.9122207510219047,0.9121684190176942,-0.02853312842247222,0.8337215744633406,0.833233175232529
12.4,-0.009744507099082853,0.9129223153041806,0.9128703075255228,-0.02890652499331448,0.8336825282160548,0.8331812351856903
12.5,-0.009606619537932693,0.9124313755465789,0.9123808020464284,-0.02883101179102249,0.8336966713944149,0.8331980032700804
12.6,-0.008579563351558059,0.9125802032086975,0.9125398722144348,-0.02805132639557892,0.8336709982697227,0.8331989296941679
12.7,-0.009647848376814811,0.9126206918755931,0.9125696939199658,-0.02816204820752852,0.8336801126274108,0.833204314217843
12.8,-0.009458195717957051,0.9125752211299519,0.9125262060643246,-0.02794106785480911,0.8337109982197493,0.8332426569011726
12.9,-0.01005280719427919,0.9121818153887735,0.912126419633518,-0.0278660179236971,0.8337173108973095,0.8332514863682601
13,-0.009832003857154948,0.9112449401964503,0.9111918967669717,-0.02767839309591653,0.8336947473596348,0.8332351638827418
13.1,-0.009881020365603651,0.9108798866744576,0.9108262915532266,-0.02860817835358451,0.8337231614794175,0.8332321897997969
13.2,-0.009179213908187996,0.9113907771089977,0.9113445509966946,-0.02818104232589626,0.8337041764781193,0.8332277496162034
13.3,-0.01024429224597612,0.9103129032366143,0.9102552588562446,-0.02769460758720612,0.833678185158752,0.8332180537651674
13.4,-0.01101527153307179,0.9098623316736195,0.9097956508972836,-0.02768209926535407,0.8336335855319857,0.8331738451890848
13.5,-0.0116025534380371,0.9094766603360327,0.9094026481431122,-0.02761955765609403,0.8336678375009826,0.8332101915593931
13.6,-0.01124340444155286,0.9092878575367521,0.9092183421600806,-0.0277932843484834,0.8336898123834844,0.833226401776336
13.7,-0.01149031937663576,0.9090564961469786,0.908983875405741,-0.02817455652938057,0.8336769838778162,0.8332007608085779
13.8,-0.01164790516080748,0.9085817186643828,0.9085070532453123,-0.02796747431205244,0.8336879733073037,0.8332187331174564
13.9,-0.01229336553841747,0.9084757656103408,0.9083925857607094,-0.0275162481830196,0.8336248421100259,0.833170590856951
14,-0.01239735383204246,0.9073018198151414,0.9072171172645699,-0.02762882307968816,0.8336348935196412,0.8331769222852716
14.1,-0.01173402762425009,0.9080438641687405,0.9079680456107534,-0.02764225794389953,0.8335986498625468,0.8331402130664715
14.2,-0.01161446399149191,0.9077562775453292,0.9076819727465848,-0.02837885911963039,0.8337095282360886,0.8332263905006332
14.3,-0.0120936347189441,0.9068132249325165,0.9067325784991946,-0.02786231175425924,0.8336775055029972,0.8332117826611619
14.4,-0.0121646399414633,0.9063951939517249,0.9063135600628931,-0.02804623041260226,0.8337067037323251,0.8332348269292869
14.5,-0.01199468550562706,0.9059383787658163,0.9058589700612661,-0.02803835480254728,0.8337302123763672,0.8332586139303402
14.6,-0.01156315699199418,0.9057715548059628,0.9056977436738921,-0.02822181018971042,0.8336797035804658,0.8332018828541065
14.7,-0.01210188048672052,0.9046195157168309,0.9045385634147612,-0.02776548807770102,0.8336120937896245,0.8331495667550581
14.8,-0.01325537177900031,0.9052581778769025,0.9051611258400435,-0.02785026670358706,0.8336527960308641,0.8331874620844008
14.9,-0.01365254292689805,0.9045543488262157,0.9044513132568568,-0.02820605896960047,0.8336366033265153,0.8331592912781857
15,-0.0137372910957113,0.9043353679138342,0.9042310238502135,-0.02818289541061523,0.8336995792757507,0.8332230871086364
15.1,-0.01360719120412773,0.9042955095040133,0.9041931280742286,-0.028655895285094,0.8337023569695587,0.8332097333096976
15.2,-0.01337676780459761,0.9039181132780576,0.9038191288057975,-0.02844279054242962,0.8337348365487379,0.8332495336579147
15.3,-0.01381058680927949,0.9037088106843209,0.9036032769974135,-0.02856926357448906,0.8336544168845099,0.8331647399943576
15.4,-0.01425081918889855,0.9034477920988663,0.9033353902071858,-0.0285910373199354,0.8337634861545266,0.8332731265494663
15.5,-0.01343861106292084,0.9031166824902419,0.9030166919414541,-0.02862670920077243,0.8337088143073751,0.8332171977186701
15.6,-0.01337585160817809,0.9027072053664447,0.9026081016777177,-0.02881711365563126,0.8336900252777102,0.8331918339783029
15.7,-0.01234742112717407,0.9025524386637943,0.9024679749051892,-0.02906589027913275,0.8336767232714579,0.8331698824051029
15.8,-0.01346976174118731,0.9024173375994863,0.9023168050739125,-0.02881618711327192,0.8337256669613258,0.8332275290161537
15.9,-0.01431403674185119,0.9017083456692522,0.9015947254735498,-0.02826489440942292,0.8336661293079484,0.8331868403301383
16,-0.01456644885545179,0.9012141555334294,0.9010964280816842,-0.02842472296642114,0.8336612058334869,0.833176476645857
16.1,-0.01390770362975745,0.9012354331918979,0.9011281162078646,-0.02815139297039522,0.8337235524680227,0.8332481389200447
16.2,-0.0139516810578983,0.9007652817800573,0.9006572286147294,-0.02781366828039028,0.833615459151941,0.8331513269472065
16.3,-0.01409277530651711,0.9008319169567545,0.9007216752649754,-0.02811896398781592,0.8336490191782367,0.8331746581846323
16.4,-0.01497873724427295,0.9007346967734677,0.9006101439591683,-0.02823339196920309,0.8336891207143864,0.8332109130198857
16.5,-0.01503462522586862,0.9002409658468926,0.9001154129517374,-0.02872492269087015,0.8336990404645196,0.833204037969007
16.6,-0.01383394981797939,0.9002524843607399,0.9001461866997601,-0.02858501479459906,0.8336857970853784,0.8331955983987719
16.7,-0.0139530553525277,0.9003200906797475,0.9002119627776094,-0.02839090417030283,0.833646881243379,0.8331632968195423
16.8,-0.01347021983939715,0.9004255892187655,0.9003248274358815,-0.02896582370431662,0.8337050701930592,0.8332017313488693
16.9,-0.01353481168697911,0.9001012949549755,0.8999995278066629,-0.02887594909545381,0.833709517626707,0.8332093010433816
17,-0.01332042172479213,0.8997729112731758,0.899674306749993,-0.02833901779817579,0.8336481745471911,0.833166357335751
17.1,-0.01287973124696319,0.9003777046414475,0.9002855788795046,-0.02871565726727584,0.8336796125980627,0.8331849179440266
17.2,-0.01393839620981405,0.9004181000305245,0.9003102109682404,-0.02852339972769838,0.8336647243693978,0.8331766249276931
17.3,-0.01366124679288426,0.9008500935187508,0.9007465022573306,-0.02839970632271696,0.8336650065012091,0.8331811326149197
17.4,-0.01440061730350367,0.9003869402728825,0.9002717725416199,-0.02875781494462908,0.8336762413447629,0.8331800906540936
17.5,-0.01454583443601072,0.900326353038902,0.9002088428119845,-0.0286225397601552,0.8336720833214901,0.833180588304397
17.6,-0.01552753889961489,0.9004088492434372,0.9002749531846421,-0.02864940948857816,0.8337350897155181,0.8332427084342828
17.7,-0.01475152053221144,0.9004374910091478,0.900316648661369,-0.02838441837378684,0.8336731881364474,0.8331898399591601
17.8,-0.01490864821817333,0.9002437287803224,0.9001202716396302,-0.02822922252858566,0.833730782838988,0.8332527403187882
17.9,-0.01430899766154338,0.9004093174940428,0.900295613460388,-0.02822644290150758,0.8337151162424364,0.8332371589003154
18,-0.01391503320111425,0.900482985148922,0.9003754652331014,-0.02854980618494151,0.8337487958655204,0.8332598413304499
