1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0001","0.0017"
"","0.1000","0.0793","0.0018"
"","0.2000","0.1893","0.0019"
"","0.3000","0.2952","0.0020"
"","0.4000","0.3981","0.0021"
"","0.5000","0.4999","0.0023"
"","0.6000","0.6009","0.0023"
"","0.7000","0.7015","0.0024"
"","0.8000","0.8015","0.0025"
"","0.9000","0.9016","0.0026"
"","1.0000","1.0020","0.0026"
"","1.1000","1.1020","0.0027"
"","1.2000","1.2019","0.0028"
"","1.3000","1.3019","0.0029"
"","1.4000","1.4019","0.0029"
"","1.5000","1.5021","0.0030"
"","1.6000","1.6019","0.0031"
"","1.7000","1.7019","0.0032"
"","1.8000","1.8021","0.0032"
"","1.9000","1.9020","0.0033"
"","2.0000","2.0020","0.0034"
"","2.1000","2.1020","0.0034"
"","2.2000","2.2021","0.0035"
"","2.3000","2.3023","0.0036"
"","2.4000","2.4021","0.0036"
"","2.5000","2.5020","0.0037"
"","2.6000","2.6021","0.0037"
"","2.7000","2.7023","0.0038"
"","2.8000","2.8020","0.0039"
"","2.9000","2.9020","0.0040"
"","3.0000","3.0023","0.0040"
"","3.1000","3.1021","0.0041"
"","3.2000","3.2019","0.0041"
"","3.3000","3.3019","0.0042"
"","3.4000","3.4021","0.0042"
"","3.4980","3.5001","0.0043"
"","3.5000","3.5021","0.0043"
"","3.5300","3.5189","0.0043"
"","3.6300","3.5209","0.0043"
"","3.7300","3.5171","0.0043"
"","3.8300","3.5112","0.0043"
"","3.9300","3.5065","0.0042"
"","4.0300","3.5037","0.0042"
"","4.1300","3.5020","0.0042"
"","4.2300","3.5009","0.0042"
"","4.3300","3.5005","0.0042"
"","4.4300","3.5003","0.0042"
"","4.5300","3.5001","0.0042"
"","4.6300","3.5000","0.0042"
"","4.7300","3.5000","0.0042"
"","4.8300","3.5000","0.0042"
"","4.9300","3.5000","0.0042"
"","5.0300","3.5000","0.0042"
"","5.1300","3.5000","0.0042"
"","5.2300","3.4999","0.0042"
"","5.3300","3.4999","0.0042"
"","5.4300","3.4999","0.0041"
"","5.5000","3.4999","0.0042"
"","5.5020","3.4999","0.0042"
"","5.5400","3.4999","0.0041"
"","5.6400","3.5725","0.0042"
"","5.7400","3.6848","0.0043"
"","5.8400","3.7928","0.0044"
"","5.9400","3.8969","0.0045"
"","6.0400","3.9992","0.0045"
"","6.1400","4.1004","0.0046"
"","6.2400","4.2013","0.0047"
"","6.3400","4.3016","0.0047"
"","6.4400","4.4016","0.0048"
"","6.5400","4.5017","0.0049"
"","6.6400","4.6019","0.0049"
"","6.7400","4.7020","0.0050"
"","6.8400","4.8017","0.0050"
"","6.9400","4.9017","0.0051"
"","7.0400","5.0020","0.0051"
"","7.1400","5.1021","0.0052"
"","7.2400","5.2017","0.0053"
"","7.3400","5.3019","0.0053"
"","7.4400","5.4020","0.0054"
"","7.5400","5.5021","0.0054"
"","7.6400","5.6021","0.0055"
"","7.7400","5.7020","0.0056"
"","7.8400","5.8023","0.0056"
"","7.9400","5.9021","0.0056"
"","8.0400","6.0019","0.0057"
"","8.1400","6.1019","0.0058"
"","8.2400","6.2021","0.0058"
"","8.3400","6.3021","0.0059"
"","8.4400","6.4020","0.0059"
"","8.5400","6.5019","0.0060"
"","8.6400","6.6021","0.0060"
"","8.7400","6.7021","0.0061"
"","8.8400","6.8021","0.0062"
"","8.9400","6.9021","0.0062"
"","9.0380","7.0001","0.0063"
"","9.0400","7.0021","0.0063"
"","9.0800","7.0207","0.0063"
"","9.1800","7.0211","0.0063"
"","9.2800","7.0167","0.0062"
"","9.3800","7.0104","0.0062"
"","9.4800","7.0057","0.0062"
"","9.5800","7.0033","0.0062"
"","9.6800","7.0017","0.0061"
"","9.7800","7.0008","0.0061"
"","9.8800","7.0005","0.0061"
"","9.9800","7.0003","0.0061"
"","10.0800","7.0001","0.0061"
"","10.1800","7.0001","0.0061"
"","10.2800","7.0000","0.0061"
"","10.3800","7.0000","0.0061"
"","10.4800","7.0000","0.0061"
"","10.5800","7.0000","0.0061"
"","10.6800","7.0000","0.0061"
"","10.7800","7.0000","0.0061"
"","10.8800","7.0000","0.0061"
"","10.9800","6.9999","0.0061"
"","11.0400","6.9999","0.0061"
"","11.0420","6.9999","0.0061"
"","11.0900","6.9999","0.0061"
"","11.1900","7.0728","0.0061"
"","11.2900","7.1852","0.0062"
"","11.3900","7.2927","0.0063"
"","11.4900","7.3969","0.0064"
"","11.5900","7.4992","0.0065"
"","11.6900","7.6003","0.0065"
"","11.7900","7.7009","0.0066"
"","11.8900","7.8015","0.0067"
"","11.9900","7.9017","0.0067"
"","12.0900","8.0017","0.0068"
"","12.1900","8.1017","0.0068"
"","12.2900","8.2020","0.0069"
"","12.3900","8.3020","0.0070"
"","12.4900","8.4019","0.0070"
"","12.5900","8.5019","0.0071"
"","12.6900","8.6021","0.0072"
"","12.7900","8.7023","0.0072"
"","12.8900","8.8020","0.0073"
"","12.9900","8.9019","0.0073"
"","13.0900","9.0021","0.0074"
"","13.1900","9.1021","0.0075"
"","13.2900","9.2019","0.0075"
"","13.3900","9.3019","0.0076"
"","13.4900","9.4020","0.0076"
"","13.5900","9.5021","0.0077"
"","13.6900","9.6020","0.0078"
"","13.7900","9.7020","0.0078"
"","13.8900","9.8023","0.0079"
"","13.9900","9.9023","0.0080"
"","14.0900","10.0019","0.0080"
"","14.1900","10.1019","0.0081"
"","14.2900","10.2021","0.0082"
"","14.3900","10.3023","0.0082"
"","14.4900","10.4020","0.0083"
"","14.5880","10.5001","0.0084"
"","14.5900","10.5020","0.0084"
"","14.6300","10.5207","0.0084"
"","14.7300","10.5211","0.0084"
"","14.8300","10.5169","0.0083"
"","14.9300","10.5104","0.0083"
"","15.0300","10.5057","0.0083"
"","15.1300","10.5033","0.0082"
"","15.2300","10.5019","0.0082"
"","15.3300","10.5009","0.0082"
"","15.4300","10.5005","0.0082"
"","15.5300","10.5003","0.0082"
"","15.6300","10.5001","0.0082"
"","15.7300","10.5000","0.0082"
"","15.8300","10.5000","0.0082"
"","15.9300","10.5000","0.0082"
"","16.0300","10.4999","0.0082"
"","16.1300","10.4999","0.0081"
"","16.2300","10.4999","0.0081"
"","16.3300","10.4999","0.0081"
"","16.4300","10.4999","0.0081"
"","16.5300","10.4999","0.0081"
"","16.5900","10.4999","0.0081"
"","16.5920","10.4999","0.0081"
"","16.6400","10.4999","0.0081"
"","16.7400","10.5725","0.0082"
"","16.8400","10.6848","0.0083"
"","16.9400","10.7925","0.0084"
"","17.0400","10.8967","0.0085"
"","17.1400","10.9992","0.0086"
"","17.2400","11.1005","0.0087"
"","17.3400","11.2011","0.0088"
"","17.4400","11.3013","0.0089"
"","17.5400","11.4017","0.0089"
"","17.6400","11.5019","0.0090"
"","17.7400","11.6017","0.0091"
"","17.8400","11.7017","0.0092"
"","17.9400","11.8020","0.0092"
"","18.0400","11.9021","0.0093"
"","18.1400","12.0020","0.0094"
"","18.2400","12.1019","0.0095"
"","18.3400","12.2020","0.0095"
"","18.4400","12.3020","0.0096"
"","18.5400","12.4019","0.0097"
"","18.6400","12.5020","0.0098"
"","18.7400","12.6020","0.0099"
"","18.8400","12.7019","0.0100"
"","18.9400","12.8019","0.0100"
"","19.0400","12.9017","0.0101"
"","19.1400","13.0020","0.0102"
"","19.2400","13.1020","0.0103"
"","19.3400","13.2017","0.0104"
"","19.4400","13.3019","0.0105"
"","19.5400","13.4021","0.0106"
"","19.6400","13.5021","0.0107"
"","19.7400","13.6020","0.0108"
"","19.8400","13.7019","0.0109"
"","19.9400","13.8023","0.0110"
"","20.0400","13.9021","0.0111"
"","20.1400","14.0019","0.0112"
"","20.1420","14.0039","0.0112"
"","20.1800","14.0207","0.0111"
"","20.2800","14.0213","0.0112"
"","20.3800","14.0171","0.0111"
"","20.4800","14.0104","0.0111"
"","20.5800","14.0059","0.0110"
"","20.6800","14.0032","0.0110"
"","20.7800","14.0019","0.0110"
