1,Time,Displacement,Force
,(s),(mm),(N)
"","0.0000","0.0000","0.0792"
"","0.1000","0.0063","0.3880"
"","0.2000","0.0267","2.7254"
"","0.3000","0.0468","5.2753"
"","0.4000","0.0649","7.6559"
"","0.5000","0.0824","10.2175"
"","0.6000","0.0997","12.9305"
"","0.7000","0.1164","16.1064"
"","0.8000","0.1336","19.7387"
"","0.9000","0.1503","23.4692"
"","1.0000","0.1672","27.4908"
"","1.1000","0.1840","31.5566"
"","1.2000","0.2005","35.4578"
"","1.3000","0.2168","39.3594"
"","1.4000","0.2336","43.5534"
"","1.5000","0.2504","47.5275"
"","1.6000","0.2669","51.6548"
"","1.7000","0.2839","55.5910"
"","1.7980","0.3003","59.1944"
"","1.8000","0.3005","59.2719"
"","1.8200","0.3031","60.0242"
"","1.9200","0.3045","58.5376"
"","2.0200","0.3045","56.7698"
"","2.1200","0.3039","55.5703"
"","2.2200","0.3039","54.6782"
"","2.3200","0.3036","53.9540"
"","2.4200","0.3031","53.2059"
"","2.5200","0.3025","52.5635"
"","2.6200","0.3020","51.9779"
"","2.7200","0.3013","51.4433"
"","2.8200","0.3011","51.0156"
"","2.9200","0.3007","50.6115"
"","3.0200","0.3004","50.2499"
"","3.1200","0.3003","49.9438"
"","3.2200","0.3001","49.6924"
"","3.3200","0.3001","49.4444"
"","3.4200","0.3001","49.2187"
"","3.5200","0.3000","49.0133"
"","3.6200","0.3000","48.8430"
"","3.7200","0.3000","48.6286"
"","3.8000","0.3000","48.5062"
"","3.8020","0.3000","48.5026"
"","3.8300","0.3000","48.4617"
"","3.9300","0.3048","48.9199"
"","4.0300","0.3243","55.6135"
"","4.1300","0.3451","62.3090"
"","4.2300","0.3640","67.2960"
"","4.3300","0.3821","71.3402"
"","4.4300","0.3993","74.7737"
"","4.5300","0.4164","77.8875"
"","4.6300","0.4337","80.7390"
"","4.7300","0.4503","83.1122"
"","4.8300","0.4669","85.3986"
"","4.9300","0.4836","87.3714"
"","5.0300","0.4999","89.2359"
"","5.1300","0.5169","91.1529"
"","5.2300","0.5336","92.8047"
"","5.3300","0.5501","94.3094"
"","5.4300","0.5672","95.9734"
"","5.5300","0.5840","97.4028"
"","5.6300","0.6001","98.6317"
"","5.6320","0.6005","98.6562"
"","5.6620","0.6033","98.8870"
"","5.7620","0.6041","96.0413"
"","5.8620","0.6041","93.9120"
"","5.9620","0.6036","92.3905"
"","6.0620","0.6035","91.1566"
"","6.1620","0.6027","90.0844"
"","6.2620","0.6021","89.1204"
"","6.3620","0.6016","88.3332"
"","6.4620","0.6013","87.5982"
"","6.5620","0.6011","86.9193"
"","6.6620","0.6004","86.3749"
"","6.7620","0.6001","85.8922"
"","6.8620","0.6000","85.3882"
"","6.9620","0.6001","85.0016"
"","7.0620","0.6001","84.6369"
"","7.1620","0.6001","84.2846"
"","7.2620","0.5997","83.9622"
"","7.3620","0.6000","83.6251"
"","7.4620","0.6000","83.3561"
"","7.5620","0.5997","83.0929"
"","7.6320","0.6000","82.9059"
"","7.6340","0.5997","82.8991"
"","7.6700","0.6000","82.8088"
"","7.7700","0.6064","83.5088"
"","7.8700","0.6261","88.8097"
"","7.9700","0.6463","93.3344"
"","8.0700","0.6651","96.6356"
"","8.1700","0.6824","99.2621"
"","8.2700","0.6999","101.7186"
"","8.3700","0.7171","103.9186"
"","8.4700","0.7336","105.7642"
"","8.5700","0.7499","107.5655"
"","8.6700","0.7667","109.5275"
"","8.7700","0.7836","111.2728"
"","8.8700","0.8000","113.1230"
"","8.9700","0.8171","114.9810"
"","9.0700","0.8339","116.6686"
"","9.1700","0.8504","118.5216"
"","9.2700","0.8671","120.2315"
"","9.3700","0.8833","121.8353"
"","9.4700","0.9001","123.7608"
"","9.4720","0.9005","123.7962"
"","9.5020","0.9032","124.1578"
"","9.6020","0.9039","121.0867"
"","9.7020","0.9039","118.8479"
"","9.8020","0.9036","117.2299"
"","9.9020","0.9031","115.9226"
"","10.0020","0.9025","114.7765"
"","10.1020","0.9025","113.8082"
"","10.2020","0.9016","112.8715"
"","10.3020","0.9012","112.0777"
"","10.4020","0.9012","111.3392"
"","10.5020","0.9005","110.6961"
"","10.6020","0.9004","110.1236"
"","10.7020","0.9003","109.6319"
"","10.8020","0.9004","109.1766"
"","10.9020","0.9000","108.7158"
"","11.0020","0.9003","108.3511"
"","11.1020","0.9003","107.9744"
"","11.2020","0.9001","107.5872"
"","11.3020","0.8997","107.2493"
"","11.4020","0.9000","106.9503"
"","11.4720","0.8997","106.7224"
"","11.4740","0.8997","106.7194"
"","11.5120","0.9000","106.6300"
"","11.6120","0.9060","107.3318"
"","11.7120","0.9263","113.5244"
"","11.8120","0.9464","118.8011"
"","11.9120","0.9652","122.7908"
"","12.0120","0.9825","126.2370"
"","12.1120","0.9997","129.4361"
"","12.2120","1.0167","132.3376"
"","12.3120","1.0331","135.1557"
"","12.4120","1.0500","138.1089"
"","12.5120","1.0668","141.0145"
"","12.6120","1.0835","143.7398"
"","12.7120","1.1003","146.7131"
"","12.8120","1.1172","149.6115"
"","12.9120","1.1335","152.2619"
"","13.0120","1.1501","155.3703"
"","13.1120","1.1669","158.3113"
"","13.2120","1.1833","161.4435"
"","13.3120","1.2003","164.7442"
"","13.3140","1.2005","164.8046"
"","13.3400","1.2028","165.4091"
"","13.4400","1.2037","161.6804"
"","13.5400","1.2037","158.7534"
"","13.6400","1.2036","156.6735"
"","13.7400","1.2032","155.0044"
"","13.8400","1.2031","153.6253"
"","13.9400","1.2029","152.4163"
"","14.0400","1.2027","151.2907"
"","14.1400","1.2023","150.2737"
"","14.2400","1.2015","149.3624"
"","14.3400","1.2013","148.5840"
"","14.4400","1.2011","147.8257"
"","14.5400","1.2008","147.1026"
"","14.6400","1.2007","146.4550"
"","14.7400","1.2005","145.8871"
"","14.8400","1.2004","145.3526"
"","14.9400","1.2003","144.8468"
"","15.0400","1.2001","144.3642"
"","15.1400","1.2001","143.9441"
"","15.2400","1.2001","143.5256"
"","15.3140","1.2001","143.2580"
"","15.3160","1.2001","143.2497"
"","15.3520","1.2001","143.1177"
"","15.4520","1.2043","143.4353"
"","15.5520","1.2248","152.2690"
"","15.6520","1.2457","160.7604"
"","15.7520","1.2644","167.0501"
"","15.8520","1.2817","172.5589"
"","15.9520","1.2992","177.8437"
"","16.0520","1.3163","182.7346"
"","16.1520","1.3331","187.9371"
"","16.2520","1.3503","192.9672"
"","16.3520","1.3671","197.7642"
"","16.4520","1.3837","202.8929"
