#Digilent WaveForms Logger,,,,,,,,,,,,
#Device Name: Discovery2NI,,,,,,,,,,,,
#Serial Number: SN:210321ACBB39,,,,,,,,,,,,
#Date Time: 2020-06-04 11:03:16.882,,,,,,,,,,,,
,,,,,,,,,,,,
Time (s),C1 DC (V),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V),,,Thermistice,,Temperature (C),Resistance (kOhm)
5.4,0.002836702,0.837646944,0.837642141,-0.031780659,0.640552235,0.639763359,1146,,9.138802284,,27.04054516,8855.325134
5.5,0.002933819,0.837646362,0.837641224,-0.031668084,0.641399143,0.640616884,1145,,9.124506501,,27.0762648,8856.434346
5.6,0.003026813,0.837605578,0.837600109,-0.032338438,0.642182902,0.641368151,1144,,9.111316461,,27.10927886,8934.861162
5.7,0.00279868,0.837659336,0.83765466,-0.031263649,0.64305639,0.642295964,1143,,9.096661214,,27.14602489,8831.773454
5.8,0.003054299,0.837724535,0.837718967,-0.031857562,0.64389634,0.643107761,1142,,9.082613058,,27.1813128,8709.894201
5.9,0.00306117,0.837661779,0.837656186,-0.031879336,0.644901444,0.644113018,1141,,9.065859624,,27.22347847,8827.145174
6,0.002804635,0.837694699,0.837690004,-0.032081786,0.645749728,0.644952301,1140,,9.051768139,,27.25901401,8765.247783
6.1,0.002488089,0.837705346,0.837701651,-0.031782049,0.646484873,0.645703177,1139,,9.039591476,,27.28977218,8745.414259
6.2,0.002368068,0.837665307,0.837661959,-0.032004883,0.647564998,0.646773619,1138,,9.021760007,,27.33490058,8820.469907
6.3,0.002748747,0.83768305,0.83767854,-0.03222262,0.648403365,0.647602213,1137,,9.007968067,,27.36987617,8787.051174
6.4,0.002485341,0.837694703,0.837691016,-0.03207252,0.649284284,0.648491661,1136,,8.993521468,,27.40657816,8765.240314
6.5,0.002654379,0.837724657,0.837720452,-0.031802896,0.650164447,0.649386159,1135,,8.97913347,,27.44319885,8709.669295
6.6,0.002885261,0.837654326,0.837649357,-0.032530695,0.651082728,0.650269538,1134,,8.964171347,,27.4813526,8841.280134
6.7,0.00282754,0.837688622,0.83768385,-0.032090125,0.651920739,0.651130459,1133,,8.950560562,,27.51612419,8776.608564
6.8,0.002339666,0.837696162,0.837692894,-0.031755643,0.652820835,0.652048021,1132,,8.935987371,,27.55342206,8762.517136
6.9,0.002270035,0.837760476,0.837757401,-0.031987278,0.653578831,0.652795605,1131,,8.923751638,,27.58479173,8644.135586
7,0.00231447,0.837788959,0.837785762,-0.032582119,0.654565534,0.653754115,1130,,8.907874177,,27.62557193,8592.723387
7.1,0.002030449,0.837783447,0.837780987,-0.032442674,0.655401805,0.654598349,1129,,8.894461551,,27.66008668,8602.624844
7.2,0.00234104,0.837755803,0.837752532,-0.032061865,0.656288053,0.655504421,1128,,8.880291377,,27.69661605,8652.62922
7.3,0.002052438,0.837778284,0.83777577,-0.032629372,0.657209294,0.656398796,1127,,8.865609481,,27.7345355,8611.920095
7.4,0.002139019,0.837812943,0.837810212,-0.032747506,0.65813628,0.657321051,1126,,8.850884949,,27.77263782,8549.903874
7.5,0.001972729,0.83776979,0.837767467,-0.032508922,0.658845076,0.658042555,1125,,8.839659169,,27.80173561,8627.256127
7.6,0.001442251,0.837797684,0.837796442,-0.032729439,0.659890753,0.659078592,1124,,8.823149826,,27.84460612,8577.096783
7.7,0.001709322,0.83785955,0.837857806,-0.032553859,0.660717992,0.659915534,1123,,8.810132848,,27.87847308,8467.903407
7.8,0.001832551,0.837745453,0.837743448,-0.032961538,0.661724089,0.660902646,1122,,8.794353129,,27.91960542,8671.500908
7.9,0.002243923,0.837764664,0.837761659,-0.033353928,0.662472727,0.661632549,1121,,8.782648052,,27.95017155,8636.537645
8,0.002303934,0.837741363,0.837738194,-0.033214484,0.663594923,0.662763171,1120,,8.765160576,,27.99592515,8678.981128
8.1,0.002810591,0.837748731,0.837744016,-0.032948566,0.664440394,0.663622957,1119,,8.752031308,,28.03034529,8665.515061
8.2,0.002619105,0.837777466,0.837773372,-0.033210778,0.665404882,0.664575579,1118,,8.737101778,,28.06955744,8613.394632
8.3,0.002110158,0.837777679,0.837775022,-0.03266875,0.666335627,0.665534312,1117,,8.722742777,,28.10734402,8613.010627
8.4,0.001992427,0.83773971,0.837737341,-0.031919177,0.667193637,0.666429678,1116,,8.709547635,,28.14213111,8682.007971
8.5,0.001761546,0.837735152,0.8377333,-0.032133209,0.668023059,0.667249776,1115,,8.696830035,,28.17571676,8690.365167
8.6,0.002210482,0.837835732,0.837832816,-0.0322481,0.66900232,0.668224636,1114,,8.681862668,,28.21531635,8509.611368
8.7,0.002578335,0.837771578,0.83776761,-0.032848499,0.669936706,0.669130904,1113,,8.667629138,,28.25304748,8624.023331
8.8,0.002455106,0.837775047,0.837771449,-0.032965244,0.670956882,0.670146573,1112,,8.652141967,,28.29418305,8617.758108
8.9,0.002609944,0.837814332,0.837810266,-0.033084768,0.671811018,0.670995858,1111,,8.639217931,,28.32857567,8547.437111
9,0.002939774,0.837775705,0.837770547,-0.032560345,0.672706105,0.671917649,1110,,8.625715628,,28.36457055,8616.570747
9.1,0.003189438,0.837787355,0.837781284,-0.032506605,0.673555885,0.672771024,1109,,8.612935773,,28.39869938,8595.602373
9.2,0.003291136,0.837773845,0.83776738,-0.032526063,0.674466566,0.673681827,1108,,8.599281999,,28.43522658,8619.927962
9.3,0.0033287,0.837708096,0.837701482,-0.032738704,0.675464539,0.674670675,1107,,8.584369088,,28.47519875,8740.30606
9.4,0.003303962,0.837761693,0.837755178,-0.032356042,0.676386833,0.675612488,1106,,8.57063298,,28.51208753,8641.926306
9.5,0.003281974,0.837852054,0.837845626,-0.032525599,0.677328715,0.676547318,1105,,8.556650434,,28.54970818,8480.985578
9.6,0.003083159,0.837856259,0.837850587,-0.032421827,0.678121127,0.677345619,1104,,8.544922109,,28.58131845,8473.641954
9.7,0.003037349,0.837736791,0.837731285,-0.03257239,0.679181777,0.67840027,1103,,8.529273876,,28.62357166,8687.358171
9.8,0.002978713,0.837842231,0.837836936,-0.032904555,0.680210433,0.679414103,1102,,8.514152313,,28.66448774,8498.190194
9.9,0.003271895,0.837769453,0.837763063,-0.032567294,0.681137642,0.680358625,1101,,8.500567926,,28.70131602,8627.865711
10,0.003129427,0.83783691,0.837831065,-0.03217166,0.682048256,0.681289077,1100,,8.487268794,,28.73743673,8507.538904
10.1,0.003180276,0.837793099,0.837787063,-0.032021097,0.683040094,0.682289103,1099,,8.472830687,,28.77672487,8585.301493
10.2,0.003178901,0.837832869,0.837826839,-0.031720434,0.68395336,0.683217398,1098,,8.459579717,,28.81285063,8514.652477
10.3,0.002961305,0.837862814,0.837857581,-0.032014611,0.684908185,0.684159548,1097,,8.445769997,,28.85056918,8462.219612
10.4,0.002735462,0.837809815,0.837805349,-0.032249027,0.68570802,0.684949261,1096,,8.434236567,,28.88212502,8555.464191
10.5,0.002723552,0.837867142,0.837862715,-0.03184737,0.686715177,0.685976296,1095,,8.419758332,,28.92180844,8454.694767
10.6,0.002264996,0.837786672,0.83778361,-0.032265704,0.687772363,0.6870151,1094,,8.404614288,,28.96340105,8596.828861
10.7,0.002621396,0.83788799,0.837883889,-0.032814681,0.688692846,0.687910628,1093,,8.391472792,,28.99956381,8418.634244
10.8,0.002624603,0.837861049,0.837856938,-0.032719247,0.68952958,0.688752853,1092,,8.379562566,,29.03239482,8465.292162
10.9,0.002057019,0.837795638,0.837793113,-0.032566367,0.690454031,0.689685581,1091,,8.366443009,,29.06862173,8580.756095
11,0.002353409,0.837849536,0.83784623,-0.032504752,0.691406715,0.690642228,1090,,8.352965691,,29.1059048,8485.389118
11.1,0.001961276,0.837809933,0.837807637,-0.032840624,0.692286252,0.691506868,1089,,8.340561651,,29.14028014,8555.254304
11.2,0.0019315,0.837846538,0.837844312,-0.032838307,0.693229369,0.692451156,1088,,8.327301813,,29.1770924,8490.63806
11.3,0.001800942,0.837897748,0.837895812,-0.032738241,0.694092283,0.693319771,1087,,8.315206478,,29.21073074,8401.861427
11.4,0.002563676,0.837891555,0.837887633,-0.032561271,0.695008461,0.694245291,1086,,8.302402947,,29.24640017,8412.498684
11.5,0.002884344,0.837861673,0.837856708,-0.032665044,0.695722177,0.694954921,1085,,8.292456099,,29.27415496,8464.205635
11.6,0.002205443,0.837863169,0.837860266,-0.032546447,0.696733593,0.695973009,1084,,8.278401045,,29.31343844,8461.60189
11.7,0.002164214,0.837852844,0.837850048,-0.032438504,0.697653255,0.696898706,1083,,8.265662336,,29.34910927,8479.604949
11.8,0.002255376,0.837767576,0.83776454,-0.03170005,0.698463709,0.697743979,1082,,8.254468777,,29.38050575,8631.262512
11.9,0.002075801,0.837796271,0.837793699,-0.031868681,0.699427152,0.698700743,1081,,8.241201593,,29.41778212,8579.623628
12,0.002080382,0.837853218,0.837850635,-0.032164711,0.700290708,0.699551647,1080,,8.229346105,,29.45115069,8478.951492
12.1,0.002147722,0.837792365,0.837789613,-0.032495024,0.701144609,0.700391203,1079,,8.21765666,,29.48410624,8586.61642
12.2,0.00242762,0.837783546,0.837780029,-0.032018318,0.702032949,0.701302423,1078,,8.205530957,,29.51834889,8602.446804
12.3,0.003067126,0.837775557,0.837769943,-0.031734332,0.702892226,0.702175486,1077,,8.193835958,,29.55143057,8616.837785
12.4,0.002939316,0.837788797,0.837783641,-0.031533273,0.703748459,0.703041639,1076,,8.182215501,,29.58435537,8593.01407
12.5,0.002891216,0.837723035,0.837718046,-0.031853393,0.70465622,0.703935899,1075,,8.169931668,,29.61921843,8712.660397
12.6,0.002570547,0.837751262,0.837747318,-0.031670864,0.705626957,0.704915853,1074,,8.156836387,,29.65645112,8660.898936
12.7,0.002703854,0.83775708,0.837752717,-0.031862658,0.7065593,0.705840503,1073,,8.144298505,,29.69216367,8650.306491
12.8,0.002615441,0.837816725,0.837812643,-0.031917788,0.707361547,0.706641078,1072,,8.133540927,,29.72285582,8543.190653
12.9,0.003344275,0.837749884,0.837743208,-0.032248563,0.708122494,0.707387798,1071,,8.123363383,,29.75193623,8663.41157
13,0.003542631,0.837801242,0.837793752,-0.032514481,0.709141565,0.708395771,1070,,8.1097733,,29.79083291,8570.740654
13.1,0.003047885,0.837690822,0.837685278,-0.032652072,0.710089966,0.709338848,1069,,8.097166443,,29.82698274,8772.492327
13.2,0.002860981,0.837732605,0.83772772,-0.032943933,0.710880435,0.710116674,1068,,8.086688846,,29.8570764,8695.04216
13.3,0.002881596,0.837779611,0.837774655,-0.032355579,0.711841275,0.71110556,1067,,8.073989451,,29.89361184,8609.529102
13.4,0.002827082,0.837731007,0.837726237,-0.032680332,0.712747599,0.711997989,1066,,8.062047094,,29.92802985,8697.979098
13.5,0.002983752,0.837740515,0.837735202,-0.032579802,0.713664074,0.712920029,1065,,8.050006851,,29.96278955,8680.533655
13.6,0.003033684,0.837676567,0.837671074,-0.032205479,0.714434951,0.713708699,1064,,8.039907222,,29.99199306,8799.232428
13.7,0.003470252,0.83773258,0.837725392,-0.032812364,0.715504756,0.714751989,1063,,8.025933109,,30.03246966,8695.088091
13.8,0.003644329,0.837775991,0.837768064,-0.033411837,0.71645157,0.715672063,1062,,8.013606,,30.06824319,8616.054762
13.9,0.003136298,0.837689973,0.837684101,-0.032949029,0.717330146,0.716573025,1061,,8.002201143,,30.1013969,8774.080363
14,0.003341984,0.837698929,0.837692262,-0.032428313,0.718325355,0.717593004,1060,,7.989321415,,30.13890363,8757.357262
14.1,0.003571034,0.837720326,0.837712715,-0.032402833,0.719237911,0.71850764,1059,,7.977547744,,30.17325051,8717.660602
14.2,0.003580654,0.837704024,0.837696371,-0.032225863,0.72004436,0.719322858,1058,,7.967171897,,30.20356808,8747.872035
14.3,0.003739614,0.837631782,0.837623435,-0.031385489,0.721099225,0.720415882,1057,,7.95364058,,30.24317425,8884.312776
14.4,0.003714876,0.837629882,0.837621644,-0.031995154,0.721977889,0.721268593,1056,,7.942404525,,30.27612129,8887.9587
14.5,0.003313124,0.83776932,0.837762768,-0.032356969,0.723006667,0.722282263,1055,,7.929289142,,30.3146471,8628.106313
14.6,0.003430397,0.837692692,0.837685668,-0.032460278,0.723888123,0.723159972,1054,,7.918086301,,30.34761317,8768.996559
14.7,0.002979629,0.837716517,0.837711218,-0.032926329,0.724802138,0.724053863,1053,,7.906503034,,30.38175533,8724.700876
14.8,0.002777607,0.837776652,0.837772047,-0.032469544,0.725700192,0.724973446,1052,,7.895155001,,30.41526014,8614.86246
14.9,0.002611318,0.837715553,0.837711483,-0.032419974,0.726647602,0.72592402,1051,,7.883218549,,30.45056225,8726.484465
15,0.002534357,0.837815873,0.83781204,-0.032783641,0.727495861,0.726756809,1050,,7.872561888,,30.48213152,8544.702072
15.1,0.003044221,0.837813168,0.837807638,-0.03294069,0.728306178,0.727560857,1049,,7.862408763,,30.51225501,8549.504193
15.2,0.002862356,0.837710687,0.837705796,-0.032504752,0.729269595,0.72854484,1048,,7.85037135,,30.54802723,8735.498665
15.3,0.00280097,0.837768603,0.837763921,-0.032884635,0.730119741,0.729378802,1047,,7.839779773,,30.57955516,8629.403622
15.4,0.003132634,0.83771363,0.837707772,-0.031898794,0.731066007,0.730369751,1046,,7.82802424,,30.61460543,8730.044573
15.5,0.003084991,0.837697691,0.83769201,-0.032166564,0.732002487,0.731295394,1045,,7.816424938,,30.64924946,8759.665121
15.6,0.003395124,0.837723233,0.837716353,-0.032393104,0.732860709,0.732144457,1044,,7.805825089,,30.68096031,8712.295159
15.7,0.003916898,0.837668438,0.837659281,-0.032855449,0.733740962,0.733004992,1043,,7.79498296,,30.7134474,8814.554247
15.8,0.003567369,0.837744528,0.837736933,-0.032006272,0.734715898,0.734018426,1042,,7.783009714,,30.74938439,8673.191517
15.9,0.003223795,0.837734759,0.837728556,-0.032247173,0.735559778,0.734852575,1041,,7.772675633,,30.78045285,8691.086495
16,0.003646162,0.837673618,0.837665683,-0.031952533,0.736681867,0.735988593,1040,,7.758977059,,30.82170989,8804.784644
16.1,0.003844976,0.837681529,0.837672704,-0.032406539,0.737627274,0.736915064,1039,,7.74747286,,30.85642296,8789.906033
16.2,0.003035059,0.837731279,0.837725781,-0.032596943,0.738486748,0.73776698,1038,,7.737043902,,30.887943,8697.479054
16.3,0.003602184,0.83775074,0.837742995,-0.032028509,0.739511282,0.738817373,1037,,7.724648711,,30.92546952,8661.850575
16.4,0.004093266,0.837688505,0.837678504,-0.032234202,0.740441611,0.739739641,1036,,7.713427602,,30.95950148,8776.827581
16.5,0.003616843,0.837699716,0.837691908,-0.032330099,0.741360422,0.740655142,1035,,7.702377369,,30.99307108,8755.890781
16.6,0.003512397,0.837719775,0.837712412,-0.032068351,0.742346262,0.741653284,1034,,7.690556157,,31.02904442,8718.678327
16.7,0.003420319,0.837765996,0.837759014,-0.032349556,0.74324806,0.742543726,1033,,7.679774425,,31.06191019,8634.123906
16.8,0.003609972,0.83772108,0.837713301,-0.032293964,0.744073837,0.743372703,1032,,7.669928068,,31.09197123,8716.268311
16.9,0.003315873,0.837787665,0.837781103,-0.031985425,0.745102641,0.744415796,1031,,7.657696134,,31.12937754,8595.04581
17,0.00315508,0.837809712,0.837803771,-0.032418121,0.746067207,0.745362558,1030,,7.64626334,,31.16440241,8555.647407
17.1,0.003045137,0.837775905,0.83777037,-0.032438968,0.746887649,0.746182869,1029,,7.63656565,,31.19415913,8616.209912
17.2,0.003315873,0.837740743,0.837734181,-0.032488538,0.747837526,0.747131488,1028,,7.62536871,,31.22857048,8680.116176
17.3,0.002798222,0.837796976,0.837792303,-0.03252004,0.748675279,0.747968663,1027,,7.615520677,,31.2588845,8578.362702
17.4,0.003214175,0.837805066,0.8377989,-0.032236518,0.749396479,0.748702805,1026,,7.607063111,,31.28495455,8563.91983
17.5,0.003533011,0.837753571,0.837746121,-0.032277749,0.750370251,0.749675704,1025,,7.595673376,,31.32011578,8656.69199
17.6,0.003449179,0.837845622,0.837838522,-0.032779935,0.751234981,0.750519468,1024,,7.585587605,,31.35130238,8492.243101
17.7,0.003638832,0.837720276,0.837712373,-0.032260608,0.751970205,0.751277873,1023,,7.577033371,,31.37779079,8717.752945
17.8,0.003833524,0.837749601,0.83774083,-0.031982182,0.752943371,0.752263824,1022,,7.565740337,,31.41281287,8663.92777
17.9,0.003604017,0.837863578,0.837855826,-0.032444064,0.75363929,0.75294061,1021,,7.557685218,,31.43783039,8460.890316
18,0.00373091,0.837768709,0.837760402,-0.031931223,0.754627808,0.753951939,1020,,7.546272767,,31.47332781,8629.211806
18.1,0.00360081,0.83775606,0.837748322,-0.032435725,0.755449104,0.754752458,1019,,7.536817077,,31.50278587,8652.161663
18.2,0.004189924,0.837771445,0.837760967,-0.03230045,0.756252186,0.755562075,1018,,7.527593973,,31.53156047,8624.263719
18.3,0.003426275,0.837801144,0.837794137,-0.032328709,0.75713748,0.75644697,1017,,7.517452817,,31.56324625,8570.915598
18.4,0.003861926,0.837779179,0.837770278,-0.032831822,0.758097558,0.757386281,1016,,7.506485839,,31.59756786,8610.307335
18.5,0.003567827,0.837824749,0.837817152,-0.032533012,0.75899521,0.758297654,1015,,7.496260861,,31.62961954,8528.982544
18.6,0.003185773,0.837921851,0.837915795,-0.0330667,0.759894583,0.759174795,1014,,7.486044176,,31.66169566,8360.716324
18.7,0.002674535,0.837951877,0.837947609,-0.032465837,0.760723217,0.760030119,1013,,7.47665569,,31.69121617,8310.020625
18.8,0.003250365,0.837879874,0.837873569,-0.032422753,0.761727006,0.761036659,1012,,7.465314178,,31.72693477,8432.635761
18.9,0.002730423,0.837903613,0.837899164,-0.032266631,0.762515718,0.761832715,1011,,7.456426868,,31.75496798,8391.812323
19,0.002537106,0.837957884,0.837954043,-0.032128113,0.763479042,0.762802748,1010,,7.445600671,,31.78916917,8299.952157
19.1,0.003118433,0.837887573,0.83788177,-0.032016001,0.764372644,0.76370185,1009,,7.435586105,,31.82085748,8419.352509
19.2,0.002709351,0.837863221,0.83785884,-0.031556899,0.76515313,0.764502109,1008,,7.42686124,,31.84850508,8461.511414
19.3,0.00276249,0.837918909,0.837914355,-0.032017854,0.766172042,0.765502747,1007,,7.415501835,,31.88455732,8365.716869
19.4,0.002645217,0.838005529,0.838001355,-0.032910115,0.767086992,0.7663807,1006,,7.405331028,,31.91689136,8220.949274
19.5,0.002823875,0.837872842,0.837868083,-0.032351873,0.767870378,0.767188552,1005,,7.396644862,,31.94454618,8444.8049
19.6,0.002510536,0.837977167,0.837973406,-0.032262461,0.768815971,0.768138745,1004,,7.386187254,,31.97789067,8267.795716
19.7,0.003293426,0.837937916,0.837931444,-0.032675699,0.769672339,0.768978419,1003,,7.376741896,,32.00805443,8333.515596
19.8,0.003195851,0.837934637,0.837928542,-0.032145717,0.770449717,0.769778812,1002,,7.368188657,,32.03540771,8339.053106
19.9,0.002638804,0.837868499,0.837864344,-0.032583508,0.771505433,0.770817065,1001,,7.356604664,,32.07251186,8452.338185
20,0.00312393,0.837828743,0.837822919,-0.032338438,0.772312137,0.771634799,1000,,7.34777751,,32.10083101,8521.927963
20.1,0.003105606,0.837860426,0.837854671,-0.032316664,0.773087214,0.772411466,999,,7.339316358,,32.12801286,8466.377227
20.2,0.003087282,0.837852957,0.837847269,-0.032740094,0.773905414,0.773212568,998,,7.330405569,,32.15667833,8479.407504
20.3,0.003479414,0.837845596,0.837838371,-0.032401906,0.774723975,0.774046093,997,,7.321512475,,32.18532702,8492.288668
20.4,0.003358934,0.83782947,0.837822737,-0.032594164,0.775604754,0.77491958,996,,7.311967494,,32.21612046,8520.645123
20.5,0.003040098,0.83786176,0.837856244,-0.033018983,0.776296859,0.775594327,995,,7.304484612,,32.24029376,8464.05417
20.6,0.003291136,0.837847283,0.837840819,-0.032331952,0.777169168,0.776496337,994,,7.295075195,,32.27073131,8489.333096
20.7,0.003102399,0.837837217,0.837831474,-0.03294347,0.778000265,0.777302476,993,,7.286132845,,32.29970003,8506.998962
20.8,0.003115684,0.837863969,0.837858176,-0.032682648,0.778651525,0.777965321,992,,7.279140793,,32.32237938,8460.21017
20.9,0.003324119,0.837891506,0.837884913,-0.03329185,0.779603434,0.778892269,991,,7.268945024,,32.3554954,8412.582955
21,0.002847696,0.837897438,0.837892598,-0.033176495,0.780334088,0.779628507,990,,7.261138442,,32.38088757,8402.393251
21.1,0.003139963,0.837897372,0.837891488,-0.032875832,0.780996915,0.780304659,989,,7.254071041,,32.40390264,8402.506487
