1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0006"
"","0.1000","0.0003","0.0006"
"","0.2000","0.0000","0.0006"
"","0.3000","0.0003","0.0006"
"","0.4000","0.0003","0.0006"
"","0.5000","0.0000","0.0006"
"","0.6000","0.0003","0.0006"
"","0.7000","0.0003","0.0006"
"","0.8000","-0.0001","0.0006"
"","0.9000","0.0003","0.0006"
"","1.0000","0.0003","0.0006"
"","1.1000","-0.0001","0.0007"
"","1.2000","0.0003","0.0007"
"","1.3000","0.0000","0.0007"
"","1.4000","0.0000","0.0007"
"","1.5000","0.0000","0.0007"
"","1.6000","0.0003","0.0007"
"","1.7000","-0.0001","0.0007"
"","1.8000","0.0000","0.0007"
"","1.9000","0.0000","0.0007"
"","1.9520","0.0000","0.0007"
"","1.9540","0.0000","0.0007"
"","2.0120","0.0000","0.0007"
"","2.1120","0.0069","0.0012"
"","2.2120","0.0269","0.0016"
"","2.3120","0.0468","0.0018"
"","2.4120","0.0653","0.0018"
"","2.5120","0.0827","0.0018"
"","2.6120","0.0993","0.0020"
"","2.7120","0.1165","0.0023"
"","2.8120","0.1336","0.0023"
"","2.9120","0.1503","0.0024"
"","3.0120","0.1673","0.0024"
"","3.1120","0.1841","0.0025"
"","3.2120","0.2005","0.0026"
"","3.3120","0.2171","0.0041"
"","3.4120","0.2337","0.0050"
"","3.5120","0.2500","0.0059"
"","3.6120","0.2672","0.0095"
"","3.7120","0.2837","0.0128"
"","3.8100","0.3000","0.0162"
"","3.8120","0.3004","0.0163"
"","3.8160","0.3009","0.0164"
"","3.9160","0.3045","0.0171"
"","4.0160","0.3045","0.0164"
"","4.1160","0.3040","0.0159"
"","4.2160","0.3037","0.0156"
"","4.3160","0.3036","0.0153"
"","4.4160","0.3029","0.0151"
"","4.5160","0.3025","0.0148"
"","4.6160","0.3021","0.0146"
"","4.7160","0.3013","0.0143"
"","4.8160","0.3011","0.0142"
"","4.9160","0.3008","0.0140"
"","5.0160","0.3008","0.0140"
"","5.1160","0.3008","0.0139"
"","5.2160","0.3008","0.0139"
"","5.3160","0.3008","0.0138"
"","5.4160","0.3008","0.0137"
"","5.5160","0.3008","0.0137"
"","5.6160","0.3008","0.0136"
"","5.7160","0.3008","0.0136"
"","5.8160","0.3008","0.0135"
"","5.9160","0.3007","0.0135"
"","6.0160","0.3007","0.0135"
"","6.1160","0.3007","0.0134"
"","6.2160","0.3007","0.0134"
"","6.3160","0.3007","0.0134"
"","6.4160","0.3007","0.0133"
"","6.5160","0.3007","0.0133"
"","6.6160","0.3007","0.0133"
"","6.7160","0.3007","0.0132"
"","6.8160","0.3005","0.0132"
"","6.9160","0.3005","0.0131"
"","7.0160","0.3005","0.0131"
"","7.1160","0.3005","0.0131"
"","7.2160","0.3005","0.0131"
"","7.3160","0.3005","0.0130"
"","7.4160","0.3005","0.0130"
"","7.5160","0.3005","0.0130"
"","7.6160","0.3005","0.0130"
"","7.7160","0.3005","0.0130"
"","7.8160","0.3005","0.0129"
"","7.9160","0.3005","0.0129"
"","8.0160","0.3005","0.0129"
"","8.1160","0.3005","0.0129"
"","8.2160","0.3005","0.0129"
"","8.3160","0.3005","0.0128"
"","8.4160","0.3005","0.0128"
"","8.5160","0.3004","0.0128"
"","8.6160","0.3004","0.0128"
"","8.7160","0.3004","0.0128"
"","8.8160","0.3004","0.0128"
"","8.9160","0.3004","0.0127"
"","9.0160","0.3004","0.0127"
"","9.1160","0.3004","0.0127"
"","9.2160","0.3004","0.0127"
"","9.3160","0.3004","0.0127"
"","9.4160","0.3004","0.0127"
"","9.5160","0.3004","0.0127"
"","9.6160","0.3004","0.0127"
"","9.7160","0.3004","0.0127"
"","9.8160","0.3004","0.0126"
"","9.9160","0.3004","0.0126"
"","10.0160","0.3004","0.0126"
"","10.1160","0.3004","0.0126"
"","10.2160","0.3004","0.0126"
"","10.3160","0.3004","0.0126"
"","10.4160","0.3004","0.0126"
"","10.5160","0.3004","0.0126"
"","10.6160","0.3004","0.0126"
"","10.7160","0.3004","0.0125"
"","10.8160","0.3004","0.0125"
"","10.9160","0.3004","0.0125"
"","11.0160","0.3004","0.0125"
"","11.1160","0.3004","0.0125"
"","11.2160","0.3004","0.0125"
